query,similar,response
现在你们又不可以用优惠券[SEP]保价吗,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
现在你们又不可以用优惠券[SEP]保价吗,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
物流咨询,(눈_눈),您好，请问您的问题是否完全帮您了解决呢?如果您还有问题可以随时提问哦，我一直都在，随时为您解答。
物流咨询,彳亍,您购买的是我们第三方商家的商品是从第三方的库房发出的呢[SEP]路程较远耽误时间了
物流咨询,彳亍,  [SEP]请问还有其他什么可以帮助您的? 
物流咨询,彳亍,这边已经为您联系站点了[SEP]为您催促
什么时候分配呀,光线和距离传感器失效有一段时间了，恢复出厂设置故障依旧，昨天申请了售后，定于今天上门取件，昨晚关机取下了SIM卡和SD卡准备维修，今早开机试了一下，很奇怪，光线和距离传感器又恢复正常了[SEP]这种情况应该如何处理?,您点开右下角我的服务-个人中心-全部订单，复制下您需要咨询的订单号哦~
什么时候分配呀,您好，我想问下如果更改店铺名字都已经上架的产品有影响吗[SEP]更改的类目和属性都不变的情况下,没有影响的哦
什么时候分配呀,就是相比屏幕其他部分，非常容易粘上手印，然后不管怎么清洁都无法改变。[SEP]你们京东页面太复杂!我好几天前就想申诉，但到现在才联系到您这样的客服![SEP]我先看看,好的呢
什么时候分配呀,外面的右边的侧门上的保护膜有点坏了[SEP]通往威冻室的那根电源线很长没有包塑料外管套，一截的金属丝露在外面，主要这个问题[SEP]之前送的三个没看到这样的出现[SEP]你们里面决定怎么解决这事，看会不会影响后面的使用功能,那您现在是想怎么处理呢
我的一笔订单，买的是书，但是书的书脊完全坏了，没法送人[SEP]图片已经发给你们了,没事了。谢谢。。。另外这个拒签原因很简单。我是参加了京东活动。[数字x]-[数字x]的。凑单买的。但自营店的颈靠无法安装到我的车上。他们页面也都没有提示。所以我只能全退了买别的。。。[SEP]恩。希望您尽快处理吧。。。[SEP]没事了，谢谢。。。,请问还有什么需要为您效劳的呢
我的一笔订单，买的是书，但是书的书脊完全坏了，没法送人[SEP]图片已经发给你们了,这个我也看到了，但是没有印次，所以比较担心[SEP]不知道京东是如何描述印次和版次的，只有版次或许代表不了就是首版首印[SEP]也算提个建议，希望这两项数据都能提供，否则有些对于收藏爱好者和读者是不方便的。希望帮我询问一下，我已经下单了,出版时间:[日期x][SEP]版次:[数字x]
我的一笔订单，买的是书，但是书的书脊完全坏了，没法送人[SEP]图片已经发给你们了,好吧，谢谢了，第一次前五分钟强东西，没经验，呵呵[SEP]多一百店铺有送的东西，也还可以[SEP]不好意思，还有个问题，如果活动中写的订单完成后与店铺客服联系赠品，一般是怎么操作,您好，非常抱歉这个不支持的哦
我的一笔订单，买的是书，但是书的书脊完全坏了，没法送人[SEP]图片已经发给你们了,近一段时间我已经遇到发错地方的事情三次了，希望你们关注一下，不要再出现类似问题了。[SEP]没有了。[SEP]谢谢了。,妹子怠慢的地方，您多多包含哦，辛苦您点击聊天框中的[站点x]给我一个评价哦，妹子期待再次为您服务  
对的[SEP]NULL,没有收到，我地址上是写的放在收件宝[SEP]不过他放得是对面大厦的收件宝,这边我帮您反馈站点为您核实并帮您升级专员为您处理哦
对的[SEP]NULL,好好[SEP]我写的是放在代收点，没有具体地址，我担心送不了[SEP]我在外地，镇上代收点在哪我也不知道,亲亲，请您稍等一下，小妹这边立刻帮您查询
对的[SEP]NULL,哦哦是嘛，刚好赶上降价挺好的[SEP]呃那可以知道大概什么时候到吗?我在南宁[地址x]。京东库房在哪呢?送到要多久,亲亲，还请您关注物流相关信息哦，这边小妹也还查不到相关信息哦[SEP]亲亲，请问还有其他什么能帮到您的吗?
对的[SEP]NULL,我这是公司地址明天放假了没人收[SEP]能换成家里地址么,马上为您查询，烦请稍等下下哟  [SEP][订单x][SEP]亲[SEP]预计明天送达的亲
基本上书脊都已经断了[SEP]图，在上面,我看到评论区里，很多类似的情况，这家提供商产品出货时候不质检吗?就冲着自营的牌子来了。。结果很失望。[SEP][链接x][SEP]很多人因为害羞，无法退换货，但是对京东的评价会很不好的。。,您好[SEP]您可以先联系下咱们的产品专员[SEP]先帮您查看下[SEP]是否是商品的问题
基本上书脊都已经断了[SEP]图，在上面,所以你把用户协议中的条款拿出来给我看是么?[SEP]那么我请问，物品最终成交价格，是否要基于对物品外观的观察、检测，见都没见到，直接报价[数字x]，这样合适么,亲小妹在帮您咨询，请您稍等一会
基本上书脊都已经断了[SEP]图，在上面,你们要电话确认还是你直接处理?描述里有写，[姓名x]巧克力糖大多被压碎了，塑料袋包装未保护好。无法吃了。物品的全部[数字x]包已退给京东快递员了。[SEP]你备注也可以的,抱歉哦，这边刚才没有看到哦[SEP]  ‘
基本上书脊都已经断了[SEP]图，在上面,因产品尺寸标注不全(只有外观尺寸未标注安装尺寸)，造成我选购错误，取件费用应该我出吗[SEP]看标注的尺寸，我能用，实际产品的安装[姓名x]距、位置都不合适[SEP]您先帮忙处理多扣的[数字x]元，另外的，如不能解决，我想与上一级客服质询，请帮忙安排，谢谢,好的，亲爱的客户，这边我给您报销运费，您说的上一级客服是您进线的客服还是电话联系您的售后客服?
没有[SEP]就培优的坏了,😨😨,没有的哦
没有[SEP]就培优的坏了,🤘 ,  
没有[SEP]就培优的坏了,🤘 ,  
没有[SEP]就培优的坏了,……ԅ(¯ㅂ¯ԅ),厂家还没回复您亲稍等
没有[SEP]只有培优坏了,我本人开车[数字x]年，可以给你看驾照!我从来没有见过如此差的电瓶，如果只换维护电瓶我坚决不接受!你是京东客服我尊重您!我现在好好跟您沟通，如不能换新电瓶我会用我合适的方式在京东自营的评论和各种网络媒体帮你们自营品牌宣传，宣传你们自营的电瓶质量很差!,我这边帮你核实
没有[SEP]只有培优坏了,我本人开车[数字x]年，可以给你看驾照!我从来没有见过如此差的电瓶，如果只换维护电瓶我坚决不接受!你是京东客服我尊重您!我现在好好跟您沟通，如不能换新电瓶我会用我合适的方式在京东自营的评论和各种网络媒体帮你们自营品牌宣传，宣传你们自营的电瓶质量很差!,我这边帮你核实
没有[SEP]只有培优坏了,我自己能查询进度吗?[SEP]老妹你都不知道我拿到耳机发现什么配件都没有的时候整个世界都黑了老伤心了[SEP]购物体验感很差特地选的京东直营店东西有些瑕疵可以理解但售后至少要有保证的是吧[SEP]?,给您带来不便，还请您见谅~
没有[SEP]只有培优坏了,我自己能查询进度吗?[SEP]老妹你都不知道我拿到耳机发现什么配件都没有的时候整个世界都黑了老伤心了[SEP]购物体验感很差特地选的京东直营店东西有些瑕疵可以理解但售后至少要有保证的是吧[SEP]?,给您带来不便，还请您见谅~
给我换了吧 豆不够买新的啊。。。这个是买了侄子的,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
给我换了吧 豆不够买新的啊。。。这个是买了侄子的,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
给我换了吧 豆不够买新的啊。。。这个是买了侄子的,好吧，谢谢了，第一次前五分钟强东西，没经验，呵呵[SEP]多一百店铺有送的东西，也还可以[SEP]不好意思，还有个问题，如果活动中写的订单完成后与店铺客服联系赠品，一般是怎么操作,您好，非常抱歉这个不支持的哦
给我换了吧 豆不够买新的啊。。。这个是买了侄子的,近一段时间我已经遇到发错地方的事情三次了，希望你们关注一下，不要再出现类似问题了。[SEP]没有了。[SEP]谢谢了。,妹子怠慢的地方，您多多包含哦，辛苦您点击聊天框中的[站点x]给我一个评价哦，妹子期待再次为您服务  
溢胶[SEP]这么明显的浇水[SEP]胶水痕迹[SEP]这是[数字x]块的鞋子该有的？,女儿说西门子质量在，我说[姓名x]好，质量也是一流的，所以碰到这问题，二扇门都坏的，里面水，还要淌到地上都是水，很心痛呀，只有[数字x]个月啊。[SEP]好的，谢谢，只有这样了，希望换的一只不是返修机。,那边帮您联系了，我这边也帮您升级一下专员处理亲
溢胶[SEP]这么明显的浇水[SEP]胶水痕迹[SEP]这是[数字x]块的鞋子该有的？,女儿说西门子质量在，我说[姓名x]好，质量也是一流的，所以碰到这问题，二扇门都坏的，里面水，还要淌到地上都是水，很心痛呀，只有[数字x]个月啊。[SEP]好的，谢谢，只有这样了，希望换的一只不是返修机。,那边帮您联系了，我这边也帮您升级一下专员处理亲
溢胶[SEP]这么明显的浇水[SEP]胶水痕迹[SEP]这是[数字x]块的鞋子该有的？,我现在是孕期肚子大下肢回流不畅肛门有肉疙瘩拖在外面请问可以用这个抹么?[SEP]也是听朋友介绍说用的这个,有什么问题我可以帮您处理或解决呢?
溢胶[SEP]这么明显的浇水[SEP]胶水痕迹[SEP]这是[数字x]块的鞋子该有的？,其实，我对身边的人一直说[姓名x]冰箱冰柜质量一流，电视机TCL也是一流的，中国[地址x]。现在自己碰到了问题，真的无语了。,这边已经帮您升级专员了亲[SEP]您保持手机畅通，耐心等待售后人员[数字x]小时电话联系您就行了
可是影响美观了[SEP]你们没有品控没有质检？,我自己能查询进度吗?[SEP]老妹你都不知道我拿到耳机发现什么配件都没有的时候整个世界都黑了老伤心了[SEP]购物体验感很差特地选的京东直营店东西有些瑕疵可以理解但售后至少要有保证的是吧[SEP]?,给您带来不便，还请您见谅~
可是影响美观了[SEP]你们没有品控没有质检？,我自己能查询进度吗?[SEP]老妹你都不知道我拿到耳机发现什么配件都没有的时候整个世界都黑了老伤心了[SEP]购物体验感很差特地选的京东直营店东西有些瑕疵可以理解但售后至少要有保证的是吧[SEP]?,给您带来不便，还请您见谅~
可是影响美观了[SEP]你们没有品控没有质检？,我看到评论区里，很多类似的情况，这家提供商产品出货时候不质检吗?就冲着自营的牌子来了。。结果很失望。[SEP][链接x][SEP]很多人因为害羞，无法退换货，但是对京东的评价会很不好的。。,您好[SEP]您可以先联系下咱们的产品专员[SEP]先帮您查看下[SEP]是否是商品的问题
可是影响美观了[SEP]你们没有品控没有质检？,我本人开车[数字x]年，可以给你看驾照!我从来没有见过如此差的电瓶，如果只换维护电瓶我坚决不接受!你是京东客服我尊重您!我现在好好跟您沟通，如不能换新电瓶我会用我合适的方式在京东自营的评论和各种网络媒体帮你们自营品牌宣传，宣传你们自营的电瓶质量很差!,我这边帮你核实
说实话这是不是[数字x]定制？,好吧，因为[数字x]号我有事去出差，中午前希望能收到。不然家里没人，而且我拍的手机也是需要带着呢[SEP]麻烦你了，希望理解,嗯呢[SEP]请问还有其他还可以帮到您的吗?
说实话这是不是[数字x]定制？,这个件非常蹊跷，一般都会有物流查询，或者快递员信息而这个根本没有直接到已完成里面了[SEP]等你们处理结果，多谢!,非常抱歉呢[SEP]·订单是配送人员先行妥投完成的哦[SEP]这边会尽快帮您处理好的哦，请您放心[SEP]请问还有其他还可以帮到您的吗?[SEP]感谢您对京东的支持，祝您生活愉快，再见!
说实话这是不是[数字x]定制？,这个选择网点是不是一定要在那个网点投放快递?还是说在附近的就可以[SEP]你们有没有专门负责无界电子面单的?或者物流,您好，可以选择就近的
说实话这是不是[数字x]定制？,这个选择网点是不是一定要在那个网点投放快递?还是说在附近的就可以[SEP]你们有没有专门负责无界电子面单的?或者物流,您好，可以选择就近的
专门拿质量差的来搞活动？[SEP]绝对不会再买了,🤘 ,  
专门拿质量差的来搞活动？[SEP]绝对不会再买了,🤘 ,  
专门拿质量差的来搞活动？[SEP]绝对不会再买了,🐑 , [SEP]请问还有其他的问题需要帮助的吗亲爱的 
专门拿质量差的来搞活动？[SEP]绝对不会再买了,🐑 , [SEP]请问还有其他的问题需要帮助的吗亲爱的 
订单修改与信息咨询,因为刚刚收到一条信息[SEP]说是升级关注了[SEP]现在没必要了[SEP]更加和快递员没任何关系，纯粹是我们自己的失误。在次对你们造成的麻烦道歉,那是不需要咱们回电了吗?
订单修改与信息咨询,光线和距离传感器失效有一段时间了，恢复出厂设置故障依旧，昨天申请了售后，定于今天上门取件，昨晚关机取下了SIM卡和SD卡准备维修，今早开机试了一下，很奇怪，光线和距离传感器又恢复正常了[SEP]这种情况应该如何处理?,您点开右下角我的服务-个人中心-全部订单，复制下您需要咨询的订单号哦~
订单修改与信息咨询,能不能跟京东的相关技术部分反映下[SEP]这个对话系统，按回车键不能发送消息[SEP]需要鼠标去按发送按钮，实在太反人类。。。[SEP]其他问题没有了，谢谢,感谢您的建议
订单修改与信息咨询,好的，谢谢[SEP]因为系统有我们公司资料，不用再提供了吧,好的，这边帮您备注，预计一个工作日换开成功，辛苦您耐心等待的呢
你们一下来一个人我说了n多遍了都解决不了什么意思嘛[SEP]NULL[SEP]NULL[SEP]麻烦你先看清楚再问我[SEP]请问您看明白了没有啊[SEP]您好，京东客服6**号很高兴为您服务!,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
你们一下来一个人我说了n多遍了都解决不了什么意思嘛[SEP]NULL[SEP]NULL[SEP]麻烦你先看清楚再问我[SEP]请问您看明白了没有啊[SEP]您好，京东客服6**号很高兴为您服务!,当时我手上有茅台真酒，和平[地址x]。只是想告诉京东，这么大的企业不要赚这种昧心钱、如果不是京东的问题，一定要查出根源，给社会一个交代，恢复大家的信任。[SEP]我现在就天天关注这个事情的进展!, [SEP]谢谢亲亲的反馈和意见呢，要是京东出现让客户不舒心的地方，妹子再次致歉您呢[SEP]咱们也在改善哈[SEP]亲亲
你们一下来一个人我说了n多遍了都解决不了什么意思嘛[SEP]NULL[SEP]NULL[SEP]麻烦你先看清楚再问我[SEP]请问您看明白了没有啊[SEP]您好，京东客服6**号很高兴为您服务!,其实过春节时已出现了问题，只是天降大雪，你们流通渠道不畅通。[SEP]我第一次买的有问题，换了一个的[SEP]在哪个地方可以修理?,质保期为:一年质保[SEP]这个已经过了质保期了
你们一下来一个人我说了n多遍了都解决不了什么意思嘛[SEP]NULL[SEP]NULL[SEP]麻烦你先看清楚再问我[SEP]请问您看明白了没有啊[SEP]您好，京东客服6**号很高兴为您服务!,好的好的麻烦了麻烦你了谢谢你[SEP]嗯这个冰箱的核心机保修的话是怎么找售后呢如果万一出现问题的话[SEP]是否找当地的经销商或者是维修维修点[SEP]嗯不要嫌我麻烦嫌我啰嗦因为第一次在网上购买电器,这个您到时候点击我的-售后就可以了哦[SEP] [SEP]没事哒[SEP]很乐意为您解释[SEP]这个您点击售后会有人给您维修的[SEP]您可以看看我们的售后保障呢[SEP]   
退换修咨询,对[SEP]尊敬的纠纷员您好，现在新疆[地址x]，快递都不发新疆，我们商家也很无奈呢，如果顾客不急的话就等到时候快递那边有发新疆的时候再从新发出[SEP]新疆[地址x] 这简直是在乱说要抓起来了,这边为您申请一下专员介入吧好吗亲
退换修咨询,嗯嗯，因为急用[SEP]突然坏了很耽误事的[SEP]之前您的同事说拒收了就会直接按新地址发，但是没有任何消息[SEP]因为是上门换新，肯定是从长春[地址x]，也不涉及到快递路途之类的因素，所以希望能今天就过来换了,是这样的因为您这个新订单这边看到已经在配送的途中了[SEP]需要您拒收一下呢
退换修咨询,这批警示胶带，我周一确实有急用，问问能否收到?[SEP]看物流是昨天凌晨到北京[地址x]，到现在未更新,您好。~~请问有什么可以帮到您呢? 
退换修咨询,如果他们还没开始派送[SEP]新地址更近一些吧,您的地址改的远吗?
我买的马桶能退了呢[SEP]商家不给回信息,你们要电话确认还是你直接处理?描述里有写，[姓名x]巧克力糖大多被压碎了，塑料袋包装未保护好。无法吃了。物品的全部[数字x]包已退给京东快递员了。[SEP]你备注也可以的,抱歉哦，这边刚才没有看到哦[SEP]  ‘
我买的马桶能退了呢[SEP]商家不给回信息,委托的第三方物流真心不咋地，有损京东声誉啊，物流打电话跟我约好[数字x]分钟后送到，结果硬是让我等了[数字x]分钟，而且送货上门时还忘了拿赠品的盒子，结果又跑了一趟，然后结转时货到付款还不能刷卡，真心无语啊，不过[SEP]发错了[SEP]稍等,您好[SEP]降价了是吗
我买的马桶能退了呢[SEP]商家不给回信息,委托的第三方物流真心不咋地，有损京东声誉啊，物流打电话跟我约好[数字x]分钟后送到，结果硬是让我等了[数字x]分钟，而且送货上门时还忘了拿赠品的盒子，结果又跑了一趟，然后结转时货到付款还不能刷卡，真心无语啊，不过[SEP]发错了[SEP]稍等,您好[SEP]降价了是吗
我买的马桶能退了呢[SEP]商家不给回信息,一定要告诉孩子:在外面，找不到爸妈的时候，不要慌乱，上任意一辆公交车坐下，告诉驾驶员我找不到家人了，驾驶员会联系你的家人的。[数字x]月[数字x]日起，全国公交正式成为中国[地址x]希望生活越来越美好——我接力❤️不求赞[握手][握手][SEP]发错了,亲爱的，是遇到什么问题了呢
退换修咨询,对[SEP]尊敬的纠纷员您好，现在新疆[地址x]，快递都不发新疆，我们商家也很无奈呢，如果顾客不急的话就等到时候快递那边有发新疆的时候再从新发出[SEP]新疆[地址x] 这简直是在乱说要抓起来了,这边为您申请一下专员介入吧好吗亲
退换修咨询,嗯嗯，因为急用[SEP]突然坏了很耽误事的[SEP]之前您的同事说拒收了就会直接按新地址发，但是没有任何消息[SEP]因为是上门换新，肯定是从长春[地址x]，也不涉及到快递路途之类的因素，所以希望能今天就过来换了,是这样的因为您这个新订单这边看到已经在配送的途中了[SEP]需要您拒收一下呢
退换修咨询,这批警示胶带，我周一确实有急用，问问能否收到?[SEP]看物流是昨天凌晨到北京[地址x]，到现在未更新,您好。~~请问有什么可以帮到您呢? 
退换修咨询,如果他们还没开始派送[SEP]新地址更近一些吧,您的地址改的远吗?
买一个马桶减一百[SEP]那两个还是减一百呀[SEP]我还是分开买吧[SEP]前几天减七十，还可以再减一百,客服小土豆，工号[数字x]，请你将我们的意思汇报给[姓名x]，京东要想竞争得过对手，配送员的最末端是顶顶重要的，有好多问题可能他不知道，建议配送员要经常流动，这样有比较才会有鉴别，客户也不会有顾虑反映问题的，你懂的,这边明白，[SEP]这边会把您的精神传达到位的
买一个马桶减一百[SEP]那两个还是减一百呀[SEP]我还是分开买吧[SEP]前几天减七十，还可以再减一百,客服小土豆，工号[数字x]，请你将我们的意思汇报给[姓名x]，京东要想竞争得过对手，配送员的最末端是顶顶重要的，有好多问题可能他不知道，建议配送员要经常流动，这样有比较才会有鉴别，客户也不会有顾虑反映问题的，你懂的,这边明白，[SEP]这边会把您的精神传达到位的
买一个马桶减一百[SEP]那两个还是减一百呀[SEP]我还是分开买吧[SEP]前几天减七十，还可以再减一百,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
买一个马桶减一百[SEP]那两个还是减一百呀[SEP]我还是分开买吧[SEP]前几天减七十，还可以再减一百,感谢你们，要不真拿他们一点辙没有，非告诉我果子长[姓名x]了是水分流失，正常的，可以吃。崩溃。[SEP]是的，让我重新再申请一遍。,真的很抱歉，亲爱的，给您带来不愉快的购物体验[SEP]商家这边给您协商处理了吗
奥[SEP]那就都取消了[SEP]我重新买,你们要电话确认还是你直接处理?描述里有写，[姓名x]巧克力糖大多被压碎了，塑料袋包装未保护好。无法吃了。物品的全部[数字x]包已退给京东快递员了。[SEP]你备注也可以的,抱歉哦，这边刚才没有看到哦[SEP]  ‘
奥[SEP]那就都取消了[SEP]我重新买,说实话，我现在很怀疑京东的配送了，原来在攀枝花[地址x]，到成都[地址x]，短短几个月就出了好多问题!再也不值得信赖了[SEP]感谢你们客服!你们还是一如既往地给力，谢谢!,亲爱的，小妹正在飞奔帮你查询，请您稍等 [SEP]亲爱哒，小妹这边向站点反馈这个事情的[SEP]给您带来不便，还请您见谅~
奥[SEP]那就都取消了[SEP]我重新买,说实话，我现在很怀疑京东的配送了，原来在攀枝花[地址x]，到成都[地址x]，短短几个月就出了好多问题!再也不值得信赖了[SEP]感谢你们客服!你们还是一如既往地给力，谢谢!,亲爱的，小妹正在飞奔帮你查询，请您稍等 [SEP]亲爱哒，小妹这边向站点反馈这个事情的[SEP]给您带来不便，还请您见谅~
奥[SEP]那就都取消了[SEP]我重新买,你不懂看物流，我新乡[地址x]，车子在天津[地址x]，我怎么拿?[SEP]我感觉你们的效率不是一般的差，之前处理的纠纷专员呢,请问您这边是提交了纠纷单吗[SEP]小妹为您核实一下呢
穿戴[SEP]gt版手表可以直接用手表回复微信信息吗？,没事儿了。祝你们幸福。如果哪天[姓名x]东又跑去装客服，请转告他别跟了[姓名x]之后就不学好，搞什么霸王条款。[姓名x]暂时没对手，但京东可不一样，天猫不比京东差。,请问您是咨询之前的问题还是有其他的问题需要处理呢?
穿戴[SEP]gt版手表可以直接用手表回复微信信息吗？,说实话，我现在很怀疑京东的配送了，原来在攀枝花[地址x]，到成都[地址x]，短短几个月就出了好多问题!再也不值得信赖了[SEP]感谢你们客服!你们还是一如既往地给力，谢谢!,亲爱的，小妹正在飞奔帮你查询，请您稍等 [SEP]亲爱哒，小妹这边向站点反馈这个事情的[SEP]给您带来不便，还请您见谅~
穿戴[SEP]gt版手表可以直接用手表回复微信信息吗？,说实话，我现在很怀疑京东的配送了，原来在攀枝花[地址x]，到成都[地址x]，短短几个月就出了好多问题!再也不值得信赖了[SEP]感谢你们客服!你们还是一如既往地给力，谢谢!,亲爱的，小妹正在飞奔帮你查询，请您稍等 [SEP]亲爱哒，小妹这边向站点反馈这个事情的[SEP]给您带来不便，还请您见谅~
穿戴[SEP]gt版手表可以直接用手表回复微信信息吗？,我希望是不会但我今天收到一条快递在[姓名x]的信息没收到任何电话通知我买了东西没到货的就只有你们京东这个了[SEP]所以我想让你查下物流我并没同意东西放丰巢如果东西丢了或毁损谁负责,正常不会的哦[SEP]配送时配送员会联系您的哦[SEP]可以和配送员说明的哦
有没有防晒衣,服务咨询[数字x]小时为您服务物流全掌握催单、收货不错过售后申请退换、维修都安心知晴雨天气早知道您好，我之前买了投影仪，赠了一个转换线，但是没有收到赠品，[SEP]店铺让我联系京东客服,[订单x][SEP]您好，请问是这个订单吗? 
有没有防晒衣,对，我这个是因为屏幕划伤，不在保修范围内，然后我直接找的京东的供应商客服联系的售后[SEP]我想问问到哪一步了，昨天他们就签收了,[电话x]电话对吗
有没有防晒衣,我想请你和我解释一下你们宣传的京东特色售后，[数字x]天无理由退货还有闪电退款服务。[SEP]既然符合为什么还要厂家检测??[SEP]这款产品使用非常不满意，唯一可以信赖的就是京东的服务，[姓名x]现在又拿出一款新的售后流程，我很疑惑，需要你们解释一下。,是需要商品一闪电退款的您的商品不支持闪电退款的
有没有防晒衣,好吧，谢谢了，第一次前五分钟强东西，没经验，呵呵[SEP]多一百店铺有送的东西，也还可以[SEP]不好意思，还有个问题，如果活动中写的订单完成后与店铺客服联系赠品，一般是怎么操作,您好，非常抱歉这个不支持的哦
有没有防晒衣[SEP],我找了一个卖家买演唱会门票票主说他有京东店铺走京东交易我进去他的店铺发现他是卖网游虚拟充值卡的他说他可以修改商品类型为演唱会门票然后确认收货的时间为演唱会结束后的三日内[SEP]这是真的假的呢,有什么问题我可以帮您处理或解决呢?[SEP]您好亲爱哒
有没有防晒衣[SEP],我找了一个卖家买演唱会门票票主说他有京东店铺走京东交易我进去他的店铺发现他是卖网游虚拟充值卡的他说他可以修改商品类型为演唱会门票然后确认收货的时间为演唱会结束后的三日内[SEP]这是真的假的呢,有什么问题我可以帮您处理或解决呢?[SEP]您好亲爱哒
有没有防晒衣[SEP],请问从京东买东西的话，最多能帮忙保留多久呢?因为家里在装修，家电还没到进场的时候，但是想[数字x]提前买了。。。,您好，有什么问题可以帮您的吗?
有没有防晒衣[SEP],我将这个光电交换机送到京东物流地方，这样你们就不用上门取货了?[SEP]我买了两对光电交换机，有一个效果不好，需要换货,在的亲
不用啦，只想给父母买个防晒服,京东大药房的送货时间是否可以优化一下。感觉买的药要等一天半，这不能接受，特别是急用[SEP]对啊，您帮我取消吧，我现在是在手机端好像没办法取消订单，然后这边是想尽快用这个云南[地址x]。,那需要取消是吗[SEP]已经取消了
不用啦，只想给父母买个防晒服,你能理解我的心情，希望你帮我催促一下。[SEP]礼拜一我要出差，不当面验货的话手机万一有问题，后面后续很麻烦。,嗯[SEP]请您放心我们会尽快处理的哟，请您相信我们京东哈[SEP]关于您的问题，这边我会持续为您跟进到处理完成的，还请您放心
不用啦，只想给父母买个防晒服,那好吧!因为没看到回复，担心邮件进到垃圾邮箱了!麻烦转告一下，看到邮件先回复一下吧!回复一下你们需要多长时间去处理，好让我心理有个数[SEP]因为这个事情搞了蛮久，对我生活工作都造成影响了,明天上班的哈请您方便小妹为您交接转告上班后看到会处理的哦当天会给您回复
不用啦，只想给父母买个防晒服,这个新的订单我希望能特别标注一下，一定要最近生产的才行，否则我退货也会给你们造成麻烦的[SEP]新寄来的一定不能是去年生产的，这个你们能特别备注一下吧?[SEP]如果还是去年生产的话，那我到时候只能退货了,您是可以的呢，您在您的新订单签收后的[数字x]天内是可以换货的呢
我是年前几天买的过年穿了两天就走了刚回来衣服还在家放着呢有点大[SEP]换个小点的,好吧，因为[数字x]号我有事去出差，中午前希望能收到。不然家里没人，而且我拍的手机也是需要带着呢[SEP]麻烦你了，希望理解,嗯呢[SEP]请问还有其他还可以帮到您的吗?
我是年前几天买的过年穿了两天就走了刚回来衣服还在家放着呢有点大[SEP]换个小点的,还有个建议就是，你们京东物流做的似乎还有提升，第一，没有配送员电话，这是个最大问题，，第二物流跟踪信息也是一个问题。[SEP]因为我已经碰到好几次这样的问题了[SEP]需要改进一下,很高兴遇到您这么善解人意的客户，请问还有其他还可以帮到您的吗?  
我是年前几天买的过年穿了两天就走了刚回来衣服还在家放着呢有点大[SEP]换个小点的,这样啊好吧因为我是前天收到的短信两天了都没物流进度所以我问一下[SEP]谢谢,不客气[SEP] [SEP] [SEP]请问还有其他还可以帮到您的吗?
我是年前几天买的过年穿了两天就走了刚回来衣服还在家放着呢有点大[SEP]换个小点的,上午的师傅来了已经确定了，下午他们调度的还反悔了，又另外派个人来，非要证明他们家的马桶没有问题，说了一大堆，就是要让我把这个马桶留下，不换货。[SEP]服务单号[数字x]申请进度就一直卡着了，我退也没反应换也没反应。[SEP]谢谢您啦,嗯嗯我了解您的情况了我这边会反映的哈
嗯地址不变衣服来的时候就是套着个袋子来的也没啥别的,😨😨,没有的哦
嗯地址不变衣服来的时候就是套着个袋子来的也没啥别的,〈???,取回核实谢谢[SEP]请问还有其他可以帮到您的吗?
嗯地址不变衣服来的时候就是套着个袋子来的也没啥别的,🐑 , [SEP]请问还有其他的问题需要帮助的吗亲爱的 
嗯地址不变衣服来的时候就是套着个袋子来的也没啥别的,🐑 , [SEP]请问还有其他的问题需要帮助的吗亲爱的 
就是吊牌没有了,😨😨,没有的哦
就是吊牌没有了,……ԅ(¯ㅂ¯ԅ),厂家还没回复您亲稍等
